"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","PRCP_ATTRIBUTES","SN31","SN31_ATTRIBUTES","SN32","SN32_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","SX31","SX31_ATTRIBUTES","SX32","SX32_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WESF","WESF_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT06","WT06_ATTRIBUTES"
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-04-11","0.02",",,7,0700","53",",,7","54",",,7","0.0",",,7,0700","0.0",",,7,0700","66",",,7","61",",,7","64",",,7","51",",,7","51",",,7,",,,,,,,,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-04-12","0.00",",,7,0700","49",",,7","51",",,7","0.0",",,7,0700","0.0",",,7,0700","67",",,7","61",",,7","68",",,7","46",",,7","49",",,7,",,,,,,,,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-04-13","0.00",",,7,0700","50",",,7","51",",,7","0.0",",,7,0700","0.0",",,7,0700","70",",,7","64",",,7","85",",,7","43",",,7","71",",,7,",,,,,,,,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-04-14","0.00",",,7,0700","56",",,7","56",",,7","0.0",",,7,0700","0.0",",,7,0700","75",",,7","68",",,7","86",",,7","65",",,7","67",",,7,",,,,,,,,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-04-15","0.00",",,7,0700","58",",,7","59",",,7","0.0",",,7,0700","0.0",",,7,0700","73",",,7","68",",,7","85",",,7","61",",,7","75",",,7,",,,,,,,,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-04-16","0.00","T,,7,0700","63",",,7","63",",,7","0.0",",,7,0700","0.0",",,7,0700","71",",,7","68",",,7","81",",,7","68",",,7","72",",,7,",,,,,,,,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-04-17","0.05",",,7,0700","59",",,7","60",",,7","0.0",",,7,0700","0.0",",,7,0700","75",",,7","70",",,7","79",",,7","60",",,7","62",",,7,",,,,,"    1",",,7",,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-04-18","0.00",",,7,0700","57",",,7","59",",,7","0.0",",,7,0700","0.0",",,7,0700","67",",,7","65",",,7","80",",,7","48",",,7","48",",,7,",,,,,,,,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-04-19","0.03",",,7,0700","53",",,7","55",",,7","0.0",",,7,0700","0.0",",,7,0700","68",",,7","64",",,7","62",",,7","41",",,7","51",",,7,",,,,,"    1",",,7",,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-04-20","0.00",",,7,0700","53",",,7","54",",,7","0.0",",,7,0700","0.0",",,7,0700","69",",,7","64",",,7","55",",,7","43",",,7","44",",,7,",,,,,,,,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-04-21","0.00",",,7,0700","52",",,7","54",",,7","0.0",",,7,0700","0.0",",,7,0700","69",",,7","64",",,7","59",",,7","41",",,7","45",",,7,",,,,,,,,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-04-22","0.00",",,7,0700","50",",,7","52",",,7","0.0",",,7,0700","0.0",",,7,0700","69",",,7","64",",,7","69",",,7","38",",,7","59",",,7,",,,,,,,,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-04-23","0.00",",,7,0700","55",",,7","56",",,7","0.0",",,7,0700","0.0",",,7,0700","61",",,7","60",",,7","68",",,7","52",",,7","52",",,7,",,,,,,,,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-04-24","0.04",",,7,0700","51",",,7","52",",,7","0.0",",,7,0700","0.0",",,7,0700","70",",,7","65",",,7","71",",,7","41",",,7","53",",,7,",,,,,"    1",",,7",,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-04-25","0.00",",,7,0700","55",",,7","56",",,7","0.0",",,7,0700","0.0",",,7,0700","64",",,7","62",",,7","64",",,7","48",",,7","56",",,7,",,,,,,,,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-04-26","0.41",",,7,0700","55",",,7","56",",,7","0.0",",,7,0700","0.0",",,7,0700","62",",,7","61",",,7","69",",,7","52",",,7","65",",,7,",,,,,"    1",",,7",,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-04-27","0.40",",,7,0700","59",",,7","59",",,7","0.0",",,7,0700","0.0",",,7,0700","68",",,7","66",",,7","75",",,7","61",",,7","61",",,7,",,,,,"    1",",,7",,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-04-28","0.89",",,7,0700","62",",,7","62",",,7","0.0",",,7,0700","0.0",",,7,0700","68",",,7","66",",,7","71",",,7","59",",,7","60",",,7,",,,,,"    1",",,7",,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-04-29","1.27",",,7,0700","62",",,7","62",",,7","0.0",",,7,0700","0.0",",,7,0700","81",",,7","75",",,7","74",",,7","56",",,7","57",",,7,",,,,,"    1",",,7",,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-04-30","0.00",",,7,0700","58",",,7","59",",,7","0.0",",,7,0700","0.0",",,7,0700","79",",,7","73",",,7","84",",,7","54",",,7","71",",,7,",,,,,,,,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-05-01","0.09",",,7,0700","63",",,7","63",",,7","0.0",",,7,0700","0.0",",,7,0700","77",",,7","73",",,7","78",",,7","64",",,7","64",",,7,",,,,,"    1",",,7",,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-05-02","0.00",",,7,0700","62",",,7","63",",,7","0.0",",,7,0700","0.0",",,7,0700","77",",,7","73",",,7","81",",,7","62",",,7","63",",,7,",,,,,,,,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-05-03","0.46",",,7,0700","62",",,7","63",",,7","0.0",",,7,0700","0.0",",,7,0700","79",",,7","74",",,7","74",",,7","57",",,7","62",",,7,","0.0",",,N,0700",,,"    1",",,7",,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-05-04","0.00",",,7,0700","63",",,7","63",",,7","0.0",",,7,0700","0.0",",,7,0700","82",",,7","76",",,7","78",",,7","57",",,7","57",",,7,",,,,,,,,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-05-05","0.00",",,7,0700","58",",,7","60",",,7","0.0",",,7,0700","0.0",",,7,0700","70",",,7","68",",,7","64",",,7","49",",,7","60",",,7,",,,,,,,,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-05-06","0.13",",,7,0700","62",",,7","62",",,7","0.0",",,7,0700","0.0",",,7,0700","74",",,7","71",",,7","78",",,7","59",",,7","72",",,7,","0.0",",,N,0700",,,,,,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-05-07","0.69",",,7,0700","63",",,7","64",",,7","0.0",",,7,0700","0.0",",,7,0700","80",",,7","76",",,7","79",",,7","58",",,7","58",",,7,",,,,,"    1",",,7",,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-05-08","0.03",",,7,0700","59",",,7","61",",,7","0.0",",,7,0700","0.0",",,7,0700","67",",,7","66",",,7","70",",,7","51",",,7","63",",,7,",,,,,,,,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-05-09","0.15",",,7,0700","60",",,7","61",",,7","0.0",",,7,0700","0.0",",,7,0700","78",",,7","75",",,7","74",",,7","56",",,7","57",",,7,",,,,,"    1",",,7",,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-05-10","0.00",",,7,0700","60",",,7","61",",,7","0.0",",,7,0700","0.0",",,7,0700","77",",,7","74",",,7","72",",,7","53",",,7","61",",,7,",,,,,,,,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-05-11","0.00",",,7,0700","57",",,7","59",",,7","0.0",",,7,0700","0.0",",,7,0700","80",",,7","76",",,7","78",",,7","55",",,7","62",",,7,",,,,,,,,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-05-12","0.00",",,7,0700","58",",,7","60",",,7","0.0",",,7,0700","0.0",",,7,0700","82",",,7","78",",,7","82",",,7","56",",,7","68",",,7,",,,,,,,,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-05-13","0.00",",,7,0700","64",",,7","65",",,7","0.0",",,7,0700","0.0",",,7,0700","73",",,7","71",",,7","72",",,7","61",",,7","62",",,7,",,,,,,,,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-05-14","0.11",",,7,0700","64",",,7","65",",,7","0.0",",,7,0700","0.0",",,7,0700","73",",,7","71",",,7","70",",,7","61",",,7","62",",,7,",,,,,,,,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-05-15","0.02",",,7,0700","64",",,7","64",",,7","0.0",",,7,0700","0.0",",,7,0700","79",",,7","75",",,7","74",",,7","61",",,7","65",",,7,",,,,,,,,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-05-16","0.03",",,7,0700","65",",,7","66",",,7","0.0",",,7,0700","0.0",",,7,0700","79",",,7","76",",,7","76",",,7","63",",,7","64",",,7,",,,,,,,,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-05-17","0.21",",,7,0700","63",",,7","65",",,7","0.0",",,7,0700","0.0",",,7,0700","85",",,7","81",",,7","82",",,7","59",",,7","67",",,7,","0.0",",,N,0700",,,,,,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-05-18","0.00",",,7,0700","65",",,7","66",",,7","0.0",",,7,0700","0.0",",,7,0700","87",",,7","83",",,7","85",",,7","62",",,7","72",",,7,",,,,,,,,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-05-19","0.00",",,7,0700","68",",,7","69",",,7","0.0",",,7,0700","0.0",",,7,0700","91",",,7","86",",,7","88",",,7","67",",,7","77",",,7,",,,,,,,,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-05-20","0.00",",,7,0700","70",",,7","71",",,7","0.0",",,7,0700","0.0",",,7,0700","88",",,7","84",",,7","85",",,7","68",",,7","73",",,7,",,,,,,,,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-05-21","0.00","T,,7,0700","70",",,7","71",",,7","0.0",",,7,0700","0.0",",,7,0700","91",",,7","87",",,7","88",",,7","65",",,7","65",",,7,",,,,,,,,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-05-22","0.00",",,7,0700","66",",,7","68",",,7","0.0",",,7,0700","0.0",",,7,0700","88",",,7","83",",,7","75",",,7","59",",,7","59",",,7,",,,,,"    1",",,7",,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-05-23","0.00",",,7,0700","65",",,7","67",",,7","0.0",",,7,0700","0.0",",,7,0700","88",",,7","84",",,7","82",",,7","56",",,7","73",",,7,",,,,,,,,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-05-24","0.00",",,7,0700","71",",,7","72",",,7","0.0",",,7,0700","0.0",",,7,0700","89",",,7","85",",,7","87",",,7","64",",,7","64",",,7,",,,,,,,,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-05-25","0.00",",,7,0700","66",",,7","68",",,7","0.0",",,7,0700","0.0",",,7,0700","91",",,7","87",",,7","80",",,7","56",",,7","72",",,7,",,,,,"    1",",,7",,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-05-26","0.49",",,7,0700","69",",,7","70",",,7","0.0",",,7,0700","0.0",",,7,0700","84",",,7","81",",,7","82",",,7","62",",,7","68",",,7,",,,,,"    1",",,7",,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-05-27","0.01",",,7,0700","66",",,7","68",",,7","0.0",",,7,0700","0.0",",,7,0700","85",",,7","82",",,7","81",",,7","62",",,7","67",",,7,",,,,,,,,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-05-28","0.38",",,7,0700","64",",,7","66",",,7","0.0",",,7,0700","0.0",",,7,0700","85",",,7","81",",,7","81",",,7","58",",,7","64",",,7,",,,,,"    1",",,7",,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-05-29","0.00",",,7,0700","64",",,7","66",",,7","0.0",",,7,0700","0.0",",,7,0700","86",",,7","82",",,7","77",",,7","57",",,7","61",",,7,",,,,,,,,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-05-30","0.00",",,7,0700","65",",,7","66",",,7","0.0",",,7,0700","0.0",",,7,0700","87",",,7","83",",,7","80",",,7","59",",,7","67",",,7,",,,,,,,,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-05-31","0.00",",,7,0700","67",",,7","68",",,7","0.0",",,7,0700","0.0",",,7,0700","83",",,7","80",",,7","78",",,7","61",",,7","65",",,7,",,,,,,,,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-06-01","0.59",",,7,0700","68",",,7","69",",,7","0.0",",,7,0700","0.0",",,7,0700","78",",,7","76",",,7","78",",,7","65",",,7","66",",,7,",,,,,,,,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-06-02","0.00","T,,7,0700","66",",,7","67",",,7","0.0",",,7,0700","0.0",",,7,0700","83",",,7","81",",,7","84",",,7","62",",,7","72",",,7,",,,,,,,,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-06-03","0.00",",,7,0700","70",",,7","70",",,7","0.0",",,7,0700","0.0",",,7,0700","84",",,7","81",",,7","85",",,7","68",",,7","71",",,7,",,,,,,,,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-06-04","0.02",",,7,0700","70",",,7","71",",,7","0.0",",,7,0700","0.0",",,7,0700","82",",,7","80",",,7","83",",,7","68",",,7","75",",,7,",,,,,"    1",",,7",,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-06-05","0.97",",,7,0700","71",",,7","71",",,7","0.0",",,7,0700","0.0",",,7,0700","86",",,7","83",",,7","81",",,7","66",",,7","67",",,7,",,,,,"    1",",,7",,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-06-06","0.00",",,7,0700","68",",,7","69",",,7","0.0",",,7,0700","0.0",",,7,0700","84",",,7","81",",,7","83",",,7","63",",,7","63",",,7,",,,,,,,,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-06-07","0.00",",,7,0700","64",",,7","66",",,7","0.0",",,7,0700","0.0",",,7,0700","87",",,7","83",",,7","89",",,7","56",",,7","74",",,7,",,,,,,,,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-06-08","0.62",",,7,0700","71",",,7","72",",,7","0.0",",,7,0700","0.0",",,7,0700","86",",,7","83",",,7","87",",,7","66",",,7","69",",,7,",,,,,"    1",",,7",,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-06-09","0.04",",,7,0700","69",",,7","70",",,7","0.0",",,7,0700","0.0",",,7,0700","84",",,7","81",",,7","81",",,7","61",",,7","62",",,7,",,,,,,,,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-06-10","0.01",",,7,0700","65",",,7","67",",,7","0.0",",,7,0700","0.0",",,7,0700","84",",,7","81",",,7","78",",,7","58",",,7","63",",,7,",,,,,,,,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-06-11","0.00",",,7,0700","65",",,7","67",",,7","0.0",",,7,0700","0.0",",,7,0700","88",",,7","84",",,7","82",",,7","57",",,7","69",",,7,",,,,,,,,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-06-12","0.00",",,7,0700","68",",,7","70",",,7","0.0",",,7,0700","0.0",",,7,0700","91",",,7","87",",,7","88",",,7","65",",,7","75",",,7,",,,,,,,,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-06-13","0.00",",,7,0700","73",",,7","74",",,7","0.0",",,7,0700","0.0",",,7,0700","91",",,7","88",",,7","92",",,7","69",",,7","71",",,7,",,,,,,,,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-06-14","0.14",",,7,0700","75",",,7","75",",,7","0.0",",,7,0700","0.0",",,7,0700","91",",,7","88",",,7","89",",,7","69",",,7","69",",,7,",,,,,"    1",",,7",,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-06-15","0.00",",,7,0700","73",",,7","74",",,7","0.0",",,7,0700","0.0",",,7,0700","88",",,7","86",",,7","90",",,7","65",",,7","79",",,7,",,,,,,,,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-06-16","0.00",",,7,0700","77",",,7","77",",,7","0.0",",,7,0700","0.0",",,7,0700","89",",,7","87",",,7","93",",,7","76",",,7","80",",,7,",,,,,,,,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-06-17","0.00",",,7,0700","78",",,7","78",",,7","0.0",",,7,0700","0.0",",,7,0700","90",",,7","88",",,7","94",",,7","76",",,7","76",",,7,",,,,,,,,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-06-18","0.00",",,7,0700","78",",,7","78",",,7","0.0",",,7,0700","0.0",",,7,0700","88",",,7","86",",,7","91",",,7","73",",,7","76",",,7,",,,,,,,,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-06-19","0.00",",,7,0700","78",",,7","78",",,7","0.0",",,7,0700","0.0",",,7,0700","89",",,7","87",",,7","90",",,7","72",",,7","75",",,7,",,,,,,,,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-06-20","0.00",",,7,0700","78",",,7","78",",,7","0.0",",,7,0700","0.0",",,7,0700","88",",,7","86",",,7","91",",,7","73",",,7","75",",,7,",,,,,,,,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-06-21","0.00",",,7,0700","78",",,7","78",",,7","0.0",",,7,0700","0.0",",,7,0700","88",",,7","86",",,7","91",",,7","72",",,7","77",",,7,",,,,,,,,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-06-22","0.00",",,7,0700","78",",,7","78",",,7","0.0",",,7,0700","0.0",",,7,0700","87",",,7","85",",,7","92",",,7","74",",,7","84",",,7,",,,,,,,,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-06-23","0.00",",,7,0700","79",",,7","79",",,7","0.0",",,7,0700","0.0",",,7,0700","90",",,7","88",",,7","92",",,7","74",",,7","74",",,7,",,,,,,,,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-06-24","0.00",",,7,0700","78",",,7","78",",,7","0.0",",,7,0700","0.0",",,7,0700","90",",,7","88",",,7","98",",,7","69",",,7","84",",,7,",,,,,,,,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-06-25","0.00",",,7,0700","79",",,7","80",",,7","0.0",",,7,0700","0.0",",,7,0700","90",",,7","88",",,7","98",",,7","70",",,7","74",",,7,",,,,,,,,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-06-26","2.30",",,7,0700","72",",,7","74",",,7","0.0",",,7,0700","0.0",",,7,0700","84",",,7","82",",,7","86",",,7","67",",,7","70",",,7,",,,,,"    1",",,7",,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-06-27","0.05",",,7,0700","72",",,7","73",",,7","0.0",",,7,0700","0.0",",,7,0700","86",",,7","84",",,7","88",",,7","66",",,7","75",",,7,",,,,,,,,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-06-28","0.00",",,7,0700","74",",,7","75",",,7","0.0",",,7,0700","0.0",",,7,0700","78",",,7","78",",,7","85",",,7","72",",,7","79",",,7,",,,,,,,,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-06-29","0.04",",,7,0700","75",",,7","75",",,7","0.0",",,7,0700","0.0",",,7,0700","85",",,7","83",",,7","91",",,7","72",",,7","75",",,7,",,,,,,,,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-06-30","0.42",",,7,0700","73",",,7","74",",,7","0.0",",,7,0700","0.0",",,7,0700","83",",,7","82",",,7","79",",,7","67",",,7","67",",,7,",,,,,"    1",",,7",,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-07-01","0.00",",,7,0700","69",",,7","70",",,7","0.0",",,7,0700","0.0",",,7,0700","74",",,7","75",",,7","75",",,7","62",",,7","68",",,7,",,,,,,,,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-07-02","0.00","T,,7,0700","68",",,7","69",",,7","0.0",",,7,0700","0.0",",,7,0700","89",",,7","85",",,7","93",",,7","68",",,7","74",",,7,",,,,,,,,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-07-03","4.68",",,7,0700","75",",,7","75",",,7","0.0",",,7,0700","0.0",",,7,0700","84",",,7","82",",,7","85",",,7","70",",,7","70",",,7,",,,,,"    1",",,7",,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-07-04","1.88",",,7,0700","74",",,7","75",",,7","0.0",",,7,0700","0.0",",,7,0700","87",",,7","85",",,7","87",",,7","68",",,7","76",",,7,",,,,,"    1",",,7",,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-07-05","0.23",",,7,0700","74",",,7","75",",,7","0.0",",,7,0700","0.0",",,7,0700","86",",,7","84",",,7","81",",,7","68",",,7","69",",,7,",,,,,,,,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-07-06","0.00",",,7,0700","71",",,7","73",",,7","0.0",",,7,0700","0.0",",,7,0700","89",",,7","86",",,7","86",",,7","65",",,7","71",",,7,",,,,,,,,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-07-07","0.00",",,7,0700","72",",,7","73",",,7","0.0",",,7,0700","0.0",",,7,0700","87",",,7","84",",,7","87",",,7","66",",,7","69",",,7,",,,,,,,,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-07-08","1.33",",,7,0700","73",",,7","74",",,7","0.0",",,7,0700","0.0",",,7,0700","87",",,7","84",",,7","86",",,7","65",",,7","72",",,7,",,,,,"    1",",,7",,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-07-09","0.00","T,,7,0700","72",",,7","73",",,7","0.0",",,7,0700","0.0",",,7,0700","77",",,7","78",",,7","73",",,7","66",",,7","68",",,7,",,,,,,,,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-07-10","0.83",",,7,0700","70",",,7","71",",,7","0.0",",,7,0700","0.0",",,7,0700","87",",,7","84",",,7","87",",,7","66",",,7","68",",,7,",,,,,,,,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-07-11","0.00","T,,7,0700","72",",,7","73",",,7","0.0",",,7,0700","0.0",",,7,0700","87",",,7","85",",,7","86",",,7","65",",,7","73",",,7,",,,,,,,,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-07-12","0.00",",,7,0700","75",",,7","76",",,7","0.0",",,7,0700","0.0",",,7,0700","89",",,7","86",",,7","88",",,7","71",",,7","76",",,7,",,,,,"    1",",,7",,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-07-13","0.03",",,7,0700","76",",,7","77",",,7","0.0",",,7,0700","0.0",",,7,0700","86",",,7","83",",,7","87",",,7","74",",,7","78",",,7,",,,,,"    1",",,7",,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-07-14","0.02",",,7,0700","76",",,7","77",",,7","0.0",",,7,0700","0.0",",,7,0700","88",",,7","85",",,7","92",",,7","75",",,7","81",",,7,",,,,,"    1",",,7",,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-07-15","0.00",",,7,0700","77",",,7","78",",,7","0.0",",,7,0700","0.0",",,7,0700","90",",,7","87",",,7","94",",,7","77",",,7","85",",,7,",,,,,,,,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-07-16","0.00",",,7,0700","77",",,7","78",",,7","0.0",",,7,0700","0.0",",,7,0700","81",",,7","82",",,7","85",",,7","71",",,7","75",",,7,",,,,,,,,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-07-17","0.15",",,7,0700","75",",,7","76",",,7","0.0",",,7,0700","0.0",",,7,0700","86",",,7","84",",,7","85",",,7","68",",,7","68",",,7,",,,,,"    1",",,7",,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-07-18","0.00",",,7,0700","71",",,7","73",",,7","0.0",",,7,0700","0.0",",,7,0700","84",",,7","81",",,7","80",",,7","61",",,7","64",",,7,",,,,,,,,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-07-19","0.00",",,7,0700","69",",,7","71",",,7","0.0",",,7,0700","0.0",",,7,0700","84",",,7","81",",,7","81",",,7","60",",,7","65",",,7,",,,,,,,,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-07-20","0.00",",,7,0700","70",",,7","72",",,7","0.0",",,7,0700","0.0",",,7,0700","79",",,7","78",",,7","78",",,7","61",",,7","67",",,7,",,,,,,,,,,
"USC00231801","COLUMBIA U OF M, MO US","38.94243","-92.32044","234.7","2024-07-21","0.00","T,,7,0700","70",",,7","72",",,7","0.0",",,7,0700","0.0",",,7,0700","80",",,7","78",",,7","80",",,7","63",",,7","67",",,7,",,,,,,,,,,
